numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
5263,3,2,3,USP,36,1000,1422,1227,163028.2180705287
5263,3,2,3,ASP,35,1122,1422,1227,22871.56401403347
5789,3,2,3,USP,36,1000,1422,1227,169379.6935925231
5789,3,2,3,ASP,35,1122,1422,1227,20565.766243031187
6316,3,2,3,USP,36,1000,1422,1227,162042.78997317914
6316,3,2,3,ASP,35,1122,1422,1227,22112.915017585558
6842,3,2,3,USP,36,1000,1422,1227,108966.74117374921
6842,3,2,3,ASP,35,1122,1422,1227,22018.211122166435
7368,3,2,3,USP,36,1000,1422,1227,172470.6689655505
7368,3,2,3,ASP,35,1122,1422,1227,22075.543509628696
7894,3,2,3,USP,36,1000,1422,1227,116413.02337543495
7894,3,2,3,ASP,35,1122,1422,1227,21427.852648778884
8421,3,2,3,USP,36,1000,1422,1227,170565.57517538438
8421,3,2,3,ASP,35,1122,1422,1227,22071.534600291187
8947,3,2,3,USP,36,1000,1422,1227,94951.21455600981
8947,3,2,3,ASP,35,1122,1422,1227,20919.220215034817
9473,3,2,3,USP,36,1000,1422,1227,163339.81859194936
9473,3,2,3,ASP,35,1122,1422,1227,22519.13699003996
10000,3,2,3,USP,36,1000,1422,1227,182433.8277190923
10000,3,2,3,ASP,35,1122,1422,1227,21894.742814662386
1,3,3,3,USP,9,0,4,3,195.28745326955078
1,3,3,3,ASP,8,0,4,3,97.64372663477539
527,3,3,3,USP,39,1644,2312,2037,364706.9747164829
527,3,3,3,ASP,38,2118,2312,2037,31756.603969209697
1053,3,3,3,USP,39,2824,3953,3493,374320.90993402083
1053,3,3,3,ASP,38,2928,3953,3493,55679.54496778077
1579,3,3,3,USP,41,3490,4888,4331,1447559.1419640537
1579,3,3,3,ASP,40,4424,4888,4331,69934.0655057959
2106,3,3,3,USP,41,4018,5712,5061,772249.5855740161
2106,3,3,3,ASP,40,4764,5712,5061,78213.11281175473
2632,3,3,3,USP,41,4774,6629,5886,1182057.3570953603
2632,3,3,3,ASP,40,5336,6629,5886,103208.97190362048
3158,3,3,3,USP,41,5248,7439,6606,1930730.0465183347
3158,3,3,3,ASP,40,5630,7439,6606,113605.26407429509
3684,3,3,3,USP,41,5624,7912,7027,1549688.5657320935
3684,3,3,3,ASP,40,5902,7912,7027,117540.49164708128
4211,3,3,3,USP,41,6194,8672,7713,1394599.4358892147
4211,3,3,3,ASP,40,6324,8672,7713,136761.37968058194
4737,3,3,3,USP,41,6276,8815,7833,1506739.088285225
4737,3,3,3,ASP,40,6360,8815,7833,134840.4957158968
5263,3,3,3,USP,43,6796,9431,8399,1561087.7480975585
5263,3,3,3,ASP,42,8828,9431,8399,150870.29919294614
5789,3,3,3,USP,43,6934,9657,8593,2746321.0004453743
5789,3,3,3,ASP,42,8902,9657,8593,155959.81523454344
6316,3,3,3,USP,43,7296,10148,9036,2758044.919662086
6316,3,3,3,ASP,42,9168,10148,9036,163995.89899010188
6842,3,3,3,USP,43,7604,10531,9380,1590640.5369383148
6842,3,3,3,ASP,42,9398,10531,9380,168297.82552319218
7368,3,3,3,USP,43,7562,10543,9379,2654093.7857482163
7368,3,3,3,ASP,42,9330,10543,9379,183666.95061342313
7894,3,3,3,USP,43,7830,10922,9724,2238127.242391958
7894,3,3,3,ASP,42,9530,10922,9724,181224.18369737832
8421,3,3,3,USP,43,7790,10936,9728,2240597.7857563957
8421,3,3,3,ASP,42,9470,10936,9728,186204.26365697765
8947,3,3,3,USP,43,8132,11274,10042,2556655.9478804916
8947,3,3,3,ASP,42,9764,11274,10042,195018.3043804086
9473,3,3,3,USP,43,8136,11335,10093,2341629.363769275
9473,3,3,3,ASP,42,9748,11335,10093,194228.9230644407
10000,3,3,3,USP,43,8404,11701,10423,2728057.2804613826
10000,3,3,3,ASP,42,9944,11701,10423,210933.57347092373
1,3,4,3,USP,14,0,11,9,44.12368269206985
1,3,4,3,ASP,13,2,11,9,44.12368269206985
527,3,4,3,USP,40,2238,3122,2777,767721.8280095616
527,3,4,3,ASP,39,2572,3122,2777,41873.40391025674
1053,3,4,3,USP,42,4102,5791,5174,1438544.0409858515
1053,3,4,3,ASP,41,4916,5791,5174,85399.52395648784
1579,3,4,3,USP,42,5540,7877,7041,1229722.133549546
1579,3,4,3,ASP,41,5916,7877,7041,118710.04395653644
2106,3,4,3,USP,42,6928,9735,8715,1241893.496058423
2106,3,4,3,ASP,41,6936,9735,8715,145808.5299737497
2632,3,4,3,USP,44,8480,11933,10703,2561945.6793450844
2632,3,4,3,ASP,43,10116,11933,10703,183048.59912720448
3158,3,4,3,USP,44,9488,13157,11820,2850446.364848925
3158,3,4,3,ASP,43,10910,13157,11820,196718.297625973
3684,3,4,3,USP,44,11078,15435,13879,3098711.3809912167
3684,3,4,3,ASP,43,12062,15435,13879,240683.8970540874
4211,3,4,3,USP,44,12028,16696,15025,3172842.2779452344
4211,3,4,3,ASP,43,12782,16696,15025,262159.4317145709
4737,3,4,3,USP,44,13182,18314,16484,3183114.977606657
4737,3,4,3,ASP,43,13618,18314,16484,294744.125062119
5263,3,4,3,USP,44,13926,19556,17601,3181405.539498736
5263,3,4,3,ASP,43,14112,19556,17601,308531.51422041986
5789,3,4,3,USP,46,15134,20951,18881,6239476.830932932
5789,3,4,3,ASP,45,19186,20951,18881,345297.4529294988
6316,3,4,3,USP,46,16372,22681,20454,6546624.950260925
6316,3,4,3,ASP,45,20110,22681,20454,381329.2707776595
6842,3,4,3,USP,46,16426,22965,20689,6463929.596314776
6842,3,4,3,ASP,45,20066,22965,20689,385410.0260640705
7368,3,4,3,USP,46,17660,24575,22158,6421298.705588948
7368,3,4,3,ASP,45,21018,24575,22158,408793.5609600408
7894,3,4,3,USP,46,18902,26450,23871,7191502.470603989
7894,3,4,3,ASP,45,21936,26450,23871,439902.2979876019
8421,3,4,3,USP,46,19394,26959,24327,6376401.407424653
8421,3,4,3,ASP,45,22322,26959,24327,464675.9731300338
8947,3,4,3,USP,46,19886,27484,24803,9535427.21106445
8947,3,4,3,ASP,45,22716,27484,24803,477342.6030130622
9473,3,4,3,USP,46,20972,29144,26310,6507666.497638256
9473,3,4,3,ASP,45,23496,29144,26310,499190.7122066426
10000,3,4,3,USP,46,21198,29607,26707,6446519.516779243
10000,3,4,3,ASP,45,23590,29607,26707,518320.9011146233
1,3,5,3,USP,9,0,4,3,69.72982643443166
1,3,5,3,ASP,8,0,4,3,34.86491321721583
527,3,5,3,USP,41,2940,4100,3680,448185.9000276569
527,3,5,3,ASP,40,3124,4100,3680,61019.13729249533
1053,3,5,3,USP,43,5472,7668,6908,2958976.5252117678
1053,3,5,3,ASP,42,6000,7668,6908,123851.67579171289
1579,3,5,3,USP,45,7716,10929,9846,3258791.1933339853
1579,3,5,3,ASP,44,9646,10929,9846,167807.28313812488
2106,3,5,3,USP,45,9890,13845,12516,5263941.232260494
2106,3,5,3,ASP,44,11328,13845,12516,227819.4918086157
2632,3,5,3,USP,45,11826,16668,15054,4813450.97898021
2632,3,5,3,ASP,44,12694,16668,15054,263409.71811676514
3158,3,5,3,USP,45,14026,19579,17738,6104365.875505651
3158,3,5,3,ASP,44,14440,19579,17738,333049.75131858094
3684,3,5,3,USP,45,15480,21715,19672,6497234.754290909
3684,3,5,3,ASP,44,15490,21715,19672,349785.09884267976
4211,3,5,3,USP,47,17728,24738,22420,6224970.7015990205
4211,3,5,3,ASP,46,21284,24738,22420,403545.5144285956
4737,3,5,3,USP,47,19020,26626,24128,10042176.265420042
4737,3,5,3,ASP,46,22216,26626,24128,447421.6610844075
5263,3,5,3,USP,47,21316,29652,26910,8541507.883339912
5263,3,5,3,ASP,46,24024,29652,26910,503087.65365294303
5789,3,5,3,USP,47,22938,31884,28941,6546598.881926955
5789,3,5,3,ASP,46,25244,31884,28941,546435.5037985862
6316,3,5,3,USP,47,24062,33608,30499,11809417.41692286
6316,3,5,3,ASP,46,26036,33608,30499,591605.512874583
6842,3,5,3,USP,47,25872,36080,32754,12959188.542661458
6842,3,5,3,ASP,46,27412,36080,32754,634442.7996856627
7368,3,5,3,USP,47,27174,38173,34644,11968238.0067241
7368,3,5,3,ASP,46,28308,38173,34644,644242.2292455618
7894,3,5,3,USP,47,28332,39405,35778,11704328.817908406
7894,3,5,3,ASP,46,29270,39405,35778,701362.470687477
8421,3,5,3,USP,47,30188,41858,38040,11832629.429966498
8421,3,5,3,ASP,46,30744,41858,38040,749535.5323296959
8947,3,5,3,USP,47,31310,43564,39582,6573974.888788832
8947,3,5,3,ASP,46,31538,43564,39582,782516.2403341617
9473,3,5,3,USP,49,33540,46558,42346,24322679.827952616
9473,3,5,3,ASP,48,41500,46558,42346,803166.9351233897
10000,3,5,3,USP,49,34970,48571,44157,23936401.94105359
10000,3,5,3,ASP,48,42524,48571,44157,868287.8225692176
1,3,1,7,USP,9,0,4,3,1.304274466839729
1,3,1,7,ASP,8,0,4,3,0.6521372334198645
527,3,1,7,USP,34,88,126,108,5141.5827962924595
527,3,1,7,ASP,33,116,126,108,1486.5284953814164
1053,3,1,7,USP,34,88,126,108,6657.854691842377
1053,3,1,7,ASP,33,116,126,108,1514.4514860703123
1579,3,1,7,USP,34,88,126,108,5699.287668885234
1579,3,1,7,ASP,33,116,126,108,1096.789801345853
2106,3,1,7,USP,34,88,126,108,8352.4960848418
2106,3,1,7,ASP,33,116,126,108,1822.3524173865487
2632,3,1,7,USP,34,88,126,108,7299.3162974487705
2632,3,1,7,ASP,33,116,126,108,1272.5700998964571
3158,3,1,7,USP,34,88,126,108,8189.400960216089
3158,3,1,7,ASP,33,116,126,108,1622.4354154469888
3684,3,1,7,USP,34,88,126,108,8828.643611577128
3684,3,1,7,ASP,33,116,126,108,1695.5217478156744
4211,3,1,7,USP,34,88,126,108,5711.722143445271
4211,3,1,7,ASP,33,116,126,108,1293.6113696985217
4737,3,1,7,USP,34,88,126,108,8581.349493867718
4737,3,1,7,ASP,33,116,126,108,1710.166060912311
5263,3,1,7,USP,34,88,126,108,8565.873205482216
5263,3,1,7,ASP,33,116,126,108,1544.3345706109951
5789,3,1,7,USP,34,88,126,108,7817.023556200716
5789,3,1,7,ASP,33,116,126,108,1510.2761596405794
6316,3,1,7,USP,34,88,126,108,8470.19875781424
6316,3,1,7,ASP,33,116,126,108,1892.320780215701
6842,3,1,7,USP,34,88,126,108,7216.625883801717
6842,3,1,7,ASP,33,116,126,108,1438.5420775005632
7368,3,1,7,USP,34,88,126,108,4517.830779430756
7368,3,1,7,ASP,33,116,126,108,1025.1226810613805
7894,3,1,7,USP,34,88,126,108,6949.027396405646
7894,3,1,7,ASP,33,116,126,108,1379.1285442647054
8421,3,1,7,USP,34,88,126,108,8627.41488505707
8421,3,1,7,ASP,33,116,126,108,1299.3668396932962
8947,3,1,7,USP,34,88,126,108,8784.415327199436
8947,3,1,7,ASP,33,116,126,108,1663.6417193090658
9473,3,1,7,USP,34,88,126,108,7516.528771277365
9473,3,1,7,ASP,33,116,126,108,1260.2844221575076
10000,3,1,7,USP,34,88,126,108,8406.868166954606
10000,3,1,7,ASP,33,116,126,108,1662.1415911987187
1,3,2,7,USP,13,0,5,4,70.585901484614
1,3,2,7,ASP,12,0,5,4,35.292950742307
527,3,2,7,USP,41,1198,1631,1479,274910.45574090356
527,3,2,7,ASP,40,1406,1631,1479,20459.618867833327
1053,3,2,7,USP,41,1322,1816,1637,281096.32316600246
1053,3,2,7,ASP,40,1476,1816,1637,22670.30553629416
1579,3,2,7,USP,41,1470,1995,1806,343239.5860984213
1579,3,2,7,ASP,40,1604,1995,1806,31943.415473331428
2106,3,2,7,USP,41,1492,2034,1839,238082.53175433556
2106,3,2,7,ASP,40,1614,2034,1839,31535.525510952437
2632,3,2,7,USP,41,1474,2011,1817,330278.1541197484
2632,3,2,7,ASP,40,1598,2011,1817,28794.657076043746
3158,3,2,7,USP,41,1492,2034,1839,370620.6405057139
3158,3,2,7,ASP,40,1614,2034,1839,34359.465754087854
3684,3,2,7,USP,41,1474,2011,1817,285983.9225245712
3684,3,2,7,ASP,40,1598,2011,1817,33672.85515570873
4211,3,2,7,USP,41,1492,2034,1839,315828.7839612569
4211,3,2,7,ASP,40,1614,2034,1839,33231.13259533967
4737,3,2,7,USP,41,1492,2034,1839,259316.59293874667
4737,3,2,7,ASP,40,1614,2034,1839,30795.55445754892
5263,3,2,7,USP,41,1492,2034,1839,259558.14987413003
5263,3,2,7,ASP,40,1614,2034,1839,31446.444561031305
5789,3,2,7,USP,41,1492,2034,1839,335027.4470528843
5789,3,2,7,ASP,40,1614,2034,1839,29921.825396974116
6316,3,2,7,USP,41,1492,2034,1839,306434.1852908152
6316,3,2,7,ASP,40,1614,2034,1839,34439.56314453898
6842,3,2,7,USP,41,1492,2034,1839,377901.2128696802
6842,3,2,7,ASP,40,1614,2034,1839,31490.02561217556
7368,3,2,7,USP,41,1492,2034,1839,257052.3296135016
7368,3,2,7,ASP,40,1614,2034,1839,31608.413601697666
7894,3,2,7,USP,41,1492,2034,1839,315958.81002013036
7894,3,2,7,ASP,40,1614,2034,1839,30871.343857098553
8421,3,2,7,USP,41,1492,2034,1839,321111.88934282295
8421,3,2,7,ASP,40,1614,2034,1839,30348.602508325963
8947,3,2,7,USP,41,1492,2034,1839,378423.9686090708
8947,3,2,7,ASP,40,1614,2034,1839,29107.624241457506
9473,3,2,7,USP,41,1492,2034,1839,322338.6355937484
9473,3,2,7,ASP,40,1614,2034,1839,31217.7166498465
10000,3,2,7,USP,41,1492,2034,1839,376116.82929421694
10000,3,2,7,ASP,40,1614,2034,1839,30796.862793084354
1,3,3,7,USP,13,0,5,4,46.14922184530096
1,3,3,7,ASP,12,0,5,4,23.07461092265048
527,3,3,7,USP,44,2534,3389,3117,1270475.6450736027
527,3,3,7,ASP,43,3014,3389,3117,52432.827395338
1053,3,3,7,USP,44,4232,5757,5293,1117244.895859416
1053,3,3,7,ASP,43,4328,5757,5293,86250.73485071122
1579,3,3,7,USP,46,5690,7700,7110,3701985.1093782694
